monday_item_id,name,phone,website,address,management_group,call_status
10583449058,Abbington St.George,14352408888,https://abbingtonseniorliving.com/st-george-utah/,"782 South 1450 East St George, Utah 84790",Abbington Senior Living,Voicemail
10583449213,Cedarwood at Sandy,3854858518,https://www.kiscoseniorliving.com/senior-living/ut/sandy/cedarwood-at-sandy/,"10970 S 700 E, Sandy, UT 84070",Kisko,Voicemail
10583449115,Family Tree at Morgan,8018295120,https://familytreeliving.com/morgan-utah-assisted-living/,"862 Mahogany Ridge Rd Morgan, Utah 84050",Wassatch Senior Living,Not Interested
10583444866,Our House Assisted Living of Tremonton,14352575658,https://www.ourhouseassistedlivingoftremonton.com/,"429 North 400 West, Tremonton, UT 84337",SAL,SAL
10583451131,Sagewood at Daybreak,3852174348,https://www.kiscoseniorliving.com/senior-living/ut/south-jordan/sagewood-at-daybreak/,"11289 S Oakmond Rd South Jordan, UT 84009",Kisko,Not Interested
10583452069,Haven at Sky Mountain,14356747883,https://havenassistedliving.com/,"2192 W 100 N Hurricane, UT 84737",,Made Contact
10583454424,SAL-Our House Assisted Living of Cedar City,14358670055,https://ourhouseassistedliving.com/our-house-assisted-living-of-cedar-city/,"995 Regency Rd Cedar City, UT 84720",SAL,SAL
10583446795,Legacy House of South Jordan,3852175698,https://www.legacyretire.com/communities/legacy-house-of-south-jordan/,"1517 Temple Ln, South Jordan, UT 84095",Legacy,Voicemail
10583451151,Sunrise at Holladay,8014242200,https://www.sunriseseniorliving.com/communities/ut/sunrise-at-holladay,"4650 Highland Dr., Millcreek, UT 84117",Sunrise Senior Living,Voicemail
10583454443,SAL-Blacksmith Fork Assisted Living,14359943000,https://www.blacksmithforkassistedliving.com/,"4650 Highland Dr., Millcreek, UT 84117",SAL,SAL
10583451132,Heber Valley Assisted Living,14356572536,https://www.hebervalleyassistedliving.com/,"905 S. Southfield Road, Heber City, UT 84032",,Reception
10583451160,Family Tree at West Point,8017758733,https://familytreeliving.com/west-point-utah-assisted-living/,"421 North 3150 West West Point, Utah 84015",Wassatch Senior Living,Not Contacted
10583451106,Sunrise of Sandy,8014539600,https://www.sunriseseniorliving.com/communities/ut/sunrise-of-sandy,"2130 E 9400 S, Sandy, UT 84093",Sunrise Senior Living,Reception
10583458336,SAL-Tradition Assisted Living of West Valley City,8019782424,https://traditionassistedliving.com/,2938 S Redwood Road in West Valley City,SAL,SAL
10583452299,Gardens Assisted Living in Ogden,8013941400,https://gardensal.com/,"1450 Ninth Street, Ogden, UT 84404",,Reception
10583452300,Carrigton Court,8016768787,https://carringtoncourtal.com/,"1928 W 9800 S, South Jordan, Utah 84095, United States",Wassatch Senior Living,Voicemail
10583454398,SAL-Cache Valley Assisted Living and Memory Care,14357924770,https://cachevalleyassistedliving.com/,"233 N Main Street Providence, UT 84332",SAL,SAL
10583452231,Seasons of Santaquin,8017541108,https://seasonsofsantaquin.com/,"785 E 150 S Santaquin, UT 84655",,Reception
10583451718,Welcome Home Assisted Living,8018992682,https://welcomehomeassistedlivingutah.com/,"1889 W 930 N Pleasant Grove, UT 84062",,Notes
10583454444,SAL-Birch Creek Assisted Living in Smithfield,14355541776,https://www.birchcreekassistedliving.com/,"532 South Main Street, Smithfield, UT 84335",SAL,SAL
10583451089,Alta Ridge Senior Living,8015711010,https://www.altaridgeseniorliving.com/,"1360 E 9400 S Sandy, UT 84093",Wassatch Senior Living,Not Contacted
10589486569,Alta Ridge Memory Care,8015230384,https://www.altaridgeseniorliving.com/,"1360 E 9400 S Sandy, UT 84093",Wassatch Senior Living,Not Contacted
10583455733,Legacy House of Park Lane,3852208211,https://www.legacyretire.com/communities/legacy-house-of-park-lane/,"547 N. Station Parkway, Farmington, UT 84025",Legacy,Reception
10583458351,SAL-Ridgeview Gardens Assisted Living of St. George,14356562700,https://ridgeviewgardens.com/,220 South 1200 East in St. George,SAL,SAL
10583452094,Aspen Ridge Residences of Lehi,3854407700,https://aspenridgeresidences.com/,"564 West Main Street, Lehi, Utah 84043",,Notes
10583452427,Rosetta Senior Living,2082544500,https://www.facebook.com/rosettatwinfalls/,,Wassatch Senior Living,Not Contacted
10583452233,Maple Springs of Brigham,14357239100,https://maplespringsliving.com/brigham-city/,"1040 Medical Dr. Brigham City, Utah 84302",,Reception
10583445068,SAL-Whisper Cove Assisted Living of Kaysville,8018746464,https://www.whispercoveassistedliving.com/,725 S Main Street in Kaysville,SAL,SAL
10583446798,Legacy House of Spanish Fork,3859997080,https://www.legacyretire.com/communities/legacy-house-of-spanish-fork/,"1449 E 150 S, Spanish Fork, UT 84660",Legacy,Voicemail
10583463325,Rosewood Assisted Care,8012906061,https://rosewoodassistedcare.com/,"464 E 3700 S, Salt Lake City, Utah, 84115, United States",Wassatch Senior Living,COLD
10583458367,The Charleston at Cedar Hills,3854427892,https://www.mbkseniorliving.com/senior-living/ut/cedar-hills/the-charleston-at-cedar-hills/,"10020 North 4600 West Cedar Hills, UT 84062",MBK,Voicemail
10583459351,Legacy House of Taylorsville,8013278400,https://www.legacyretire.com/communities/legacy-house-of-taylorsville/,"6302 S Gold Medal Drive, Taylorsville, UT 84129",Legacy,Voicemail
10583451090,Maple Springs of North Logan,14357539400,https://maplespringsliving.com/north-logan/,"350 E 2200 N, North Logan, UT 84341",,Voicemail
10583454394,Chancellor Gardens,3854427331,https://www.mbkseniorliving.com/senior-living/ut/clearfield/chancellor-gardens-at-clearfield/,"1425 S 1500 E Clearfield, UT 84015",MBK,Voicemail
10583459395,Legacy Village of Taylorsville,8016134600,https://www.legacyretire.com/communities/legacy-village-of-taylorsville/,"5472 South 3200 West Taylorsville, Utah 84129",Legacy,Reception
10583449248,Autumn Park Assisted Living,14352754458,https://www.autumnparkseniorliving.com/,"548 North 1100 East Washington, UT 84780",,Notes
10583445133,Highland Glen,8018547245,https://www.mbkseniorliving.com/senior-living/ut/highland/highland-glen/,"10322 N 4800 W Highland, UT 84003",MBK,Reception
10583449228,Sunflower Assisted Living,8019971221,https://www.mysunflowerliving.com/,"3583 W 2350 N, Plain City Utah, 84404",Wassatch Senior Living,Not Interested
10583455720,Legacy Village of Provo,3854127140,https://www.legacyretire.com/communities/legacy-village-of-provo/,"4146 N University Ave, Provo, UT 84604",Legacy,Notes
10583451152,"Beehive Homes of American Fork, Building One",8018550597,https://beehivehomes.com/locations/american-fork/,"164 W 200 S American Fork, UT 84003-2344",Beehive Homes,Not Interested
10583451092,Ovation Sienna Hills,14353344098,https://ovationsiennahills.com/,"1525 East Ovation Place Washington, Utah 84780",,Notes
10583454445,Cottonwood Creek,3852638479,https://www.mbkseniorliving.com/senior-living/ut/salt-lake-city/cottonwood-creek/,"1245 East Murray Holladay Road Salt Lake City, UT 84117",MBK,Notes
10583455533,Legacy Village of St. George,14355727866,https://www.legacyretire.com/communities/legacy-village-of-st-george/,"1379 W. Sky Rocket Road, St. George, UT 84770",Legacy,Voicemail
10583452003,Covington Orem,8014942020,https://seniorlivingorem.com/,"1925 N State St, Orem, UT 84057",Covington Senior Living,Voicemail
10583449119,Bel Aire Homes,8017630622,https://www.belairecare.com/,,,Kept Ringing/Call Failed
10583454340,The Wellington,3853764727,https://www.mbkseniorliving.com/senior-living/ut/salt-lake-city/the-wellington/,"4522 South 1300 East Salt Lake City, UT 84117",MBK,Not Contacted
10583463327,Parkside Manor,14357228662,https://www.parksidemanorut.com/,"822 W Lagoon St Roosevelt, UT 84066",,Reception
10583446727,Legacy Village of Sugar House,3852171710,https://www.legacyretire.com/communities/legacy-village-of-sugar-house/,"1212 Wilmington Ave, Salt Lake City, UT 84106",Legacy,Reception
10583451163,Covington Lehi,3854848899,https://seniorlivinglehi.com/,"301 N 1200 E, Lehi, UT 84043",Covington Senior Living,Notes
10583449249,Brighton House of South Jordan,8015504346,https://brightonhouseutah.com/south-jordan/,"10386 2200 W, South Jordan, UT 84095, United States",,Not Interested
10583446799,The Ridge Foothill,8019012973,https://theridgeseniorliving.com/locations/salt-lake-city-ut/,2363 Foothill Drive Salt Lake City UT 84109,,Not Contacted
10583451214,Stoney Brooke of Riverdale,8013932824,https://www.stoneybrookeassisted.com/,,,Not Contacted
10583449060,Covington Farmington,8014514990,https://www.seniorlivingfarmington.com/,"430 S Brookside Dr, Farmington, UT 84025, USA",Covington Senior Living,Not Contacted
10583452196,Brighton House of Riverton,8012548966,https://brightonhouseutah.com/riverton/,"12894 South Nichols Ln, Riverton, UT 84065, United States",,Not Contacted
10583451069,River Meadows Senior Living,8016922100,https://flourishseniorliving.com/,"137 Red Pine Dr Alpine, UT 84004",,Notes
10583451990,Covigton Heber,14353153045,https://seniorlivingorem.com/heber/,"904 S Fld Rd, Heber City, UT 84032",Covington Senior Living,Not Contacted
10583451153,Ashford Assisted Living of Draper,8015231600,https://ashfordutah.com/draper,"14178 S Bangerter Pkwy, Draper, UT 84020, USA",Well Quest,Notes
11366388009,Maple Landing Assisted Living,3853271500,https://maplelandingalf.com/,"1611 300 S, Mapleton, UT 84664",Rocky Mountain Care,Reception
11366350783,Heirloom Assisted Living,14356368441,https://heirloomalf.com/,"145 N Carbon Ave, Price, UT 84501",Rocky Mountain Care,Reception
11366367784,Saratoga View Assisted Living,3854301020,https://saratogaview.com/,"1429 N Utah Cottage Dr, Saratoga Springs, UT 84045",Rocky Mountain Care,Reception
11366374794,River Pointe Assisted Living,8013752218,https://riverpointeal.com/,"462 S 900 E St, Provo, UT 84606",Rocky Mountain Care,Reception
11366382472,Haven Creek Assisted Living & Memory Care,8017320060,https://havencreekal.com/,"4607 Midland Dr, West Haven, UT 84401",Rocky Mountain Care,Reception
